id_client,region,sexe,age,revenu_estime_gnf,anciennete_mois,type_abonnement,forfait_international,messagerie_vocale,recharge_mensuelle_moy_gnf,moyen_paiement,minutes_jour,minutes_nuit,minutes_internationales,donnees_mo,nombre_sms,appels_service_client,pannes_signalees_30j,retard_paiement_jours,retour_client,resiliation
CLI00394,Faranah,Homme,18,1528000,2,Postpayé,Non,Oui,89000,Carte bancaire,186,75,0,2664,20,2,0,4,"Utilisation standard, pas de souci majeur.",Non
CLI00395,Conakry,Homme,33,300000,10,Prépayé,Oui,Oui,16000,Espèces,121,68,48,3836,9,2,1,1,Content de la couverture reseau dans ma zone.,Non
CLI00396,N'Zérékoré,Homme,44,549000,5,Prépayé,Non,Oui,33000,Orange Money,92,121,2,3547,3,2,0,7,Aucune reponse a mes reclamations depuis un mois.,Oui
CLI00397,Labé,Femme,39,1038000,45,Prépayé,Non,Oui,31000,Espèces,207,45,1,1594,14,1,0,8,Rien de particulier a signaler.,Non
CLI00398,Conakry,Homme,18,354000,4,Prépayé,Non,Oui,13000,Espèces,160,101,17,2415,24,3,0,0,"Bon rapport qualite prix, je recommande.",Non
CLI00399,Boké,Homme,39,300000,26,Illimité,Oui,Non,12000,Orange Money,117,67,103,1010,5,1,1,1,"Bon rapport qualite prix, je recommande.",Non
CLI00400,Kankan,Femme,35,832000,28,Prépayé,Non,Non,66000,Carte bancaire,144,75,3,2360,68,3,2,0,Facturation incorrecte plusieurs fois de suite.,Oui
CLI00401,Kankan,Femme,33,883000,34,Prépayé,Non,Non,60000,Orange Money,237,85,2,3809,0,0,0,9,Tres satisfait du reseau et du service.,Non
CLI00402,Boké,Homme,37,1012000,13,Postpayé,Non,Non,32000,Espèces,150,157,6,2932,21,4,0,0,"Bon rapport qualite prix, je recommande.",Non
CLI00403,Kindia,Femme,41,877000,7,Prépayé,Non,Oui,49000,Virement bancaire,124,74,12,2282,101,2,1,0,Tres decu par la qualite du reseau en ce moment.,Oui
CLI00404,Kindia,Homme,49,991000,38,Prépayé,Oui,Oui,88000,Espèces,151,80,66,3315,5,1,0,14,Offres interessantes et service fiable.,Non
CLI00405,N'Zérékoré,Homme,48,756000,33,Postpayé,Non,Non,33000,Orange Money,216,58,2,1501,3,0,1,0,Service correct dans l'ensemble.,Non
CLI00406,Conakry,Homme,55,413000,9,Illimité,Non,Non,19000,Orange Money,107,80,2,980,11,2,0,0,Rien de particulier a signaler.,Non
CLI00407,Kankan,Homme,41,540000,43,Postpayé,Non,Non,21000,Espèces,89,63,3,319,1,0,0,7,Content de la couverture reseau dans ma zone.,Non
CLI00408,Kankan,Femme,28,313000,12,Prépayé,Oui,Oui,22000,Orange Money,240,113,70,1915,19,4,3,2,Content de la couverture reseau dans ma zone.,Non
CLI00409,Conakry,Homme,49,790000,16,Prépayé,Non,Oui,26000,Espèces,179,32,3,4074,4,2,0,4,Aucun probleme depuis mon inscription.,Non
CLI00410,Kindia,Homme,21,582000,20,Postpayé,Non,Oui,26000,Orange Money,45,106,1,2213,5,1,0,3,Le forfait ne correspond plus a mes besoins.,Oui
CLI00411,Labé,Femme,44,822000,41,Prépayé,Non,Non,62000,Espèces,221,105,1,4322,9,2,0,1,"Bon rapport qualite prix, je recommande.",Non
CLI00412,Kankan,Femme,23,1182000,22,Prépayé,Oui,Oui,39000,Orange Money,112,2,55,50,47,0,1,0,Content de la couverture reseau dans ma zone.,Non
CLI00413,N'Zérékoré,Homme,28,1370000,5,Postpayé,Non,Non,59000,Espèces,133,12,7,2881,25,4,0,2,Service correct dans l'ensemble.,Non
CLI00414,N'Zérékoré,Homme,48,799000,14,Prépayé,Oui,Non,50000,Virement bancaire,178,86,35,1682,30,2,0,0,Content de la couverture reseau dans ma zone.,Non
CLI00415,Conakry,Femme,28,589000,26,Postpayé,Non,Non,21000,Orange Money,249,66,8,1826,18,3,1,0,"Je pense changer d'operateur, trop de pannes.",Oui
CLI00416,Conakry,Homme,46,919000,29,Illimité,Non,Oui,36000,Carte bancaire,133,76,1,530,8,1,1,2,Trop de coupures de reseau ces derniers temps.,Oui
CLI00417,Boké,Femme,41,796000,9,Prépayé,Non,Oui,56000,Espèces,194,135,2,3019,23,0,0,1,Facturation incorrecte plusieurs fois de suite.,Oui
CLI00418,Labé,Femme,33,797000,30,Postpayé,Oui,Oui,34000,Orange Money,305,30,13,2809,45,0,0,2,Offres interessantes et service fiable.,Non
CLI00419,Mamou,Homme,43,745000,15,Prépayé,Oui,Oui,62000,Orange Money,168,34,41,3892,12,0,0,0,"Utilisation standard, pas de souci majeur.",Non
CLI00420,Conakry,Homme,41,453000,2,Postpayé,Non,Non,14000,Orange Money,247,125,2,2143,4,1,0,0,"Utilisation standard, pas de souci majeur.",Non
CLI00421,Mamou,Homme,36,376000,33,Prépayé,Non,Oui,32000,Virement bancaire,221,86,1,4515,10,4,0,11,Service correct dans l'ensemble.,Oui
CLI00422,N'Zérékoré,Homme,28,637000,3,Prépayé,Non,Oui,51000,Espèces,239,104,2,3058,108,2,0,0,Content de la couverture reseau dans ma zone.,Non
CLI00423,N'Zérékoré,Femme,44,415000,19,Postpayé,Oui,Non,15000,Espèces,291,7,60,2154,29,1,2,3,Content de la couverture reseau dans ma zone.,Non
CLI00424,N'Zérékoré,Femme,31,694000,45,Prépayé,Non,Oui,34000,Orange Money,138,70,8,3688,3,1,0,0,"Utilisation standard, pas de souci majeur.",Non
CLI00425,N'Zérékoré,Femme,34,775000,3,Prépayé,Oui,Oui,62000,Orange Money,208,95,46,3341,34,1,1,3,Tres satisfait du reseau et du service.,Non
CLI00426,N'Zérékoré,Femme,39,442000,4,Prépayé,Non,Oui,40000,Orange Money,164,159,0,3380,17,0,0,5,Tres satisfait du reseau et du service.,Non
CLI00427,Conakry,Homme,34,856000,67,Prépayé,Non,Non,50000,Orange Money,128,102,1,3666,5,1,1,0,Service correct dans l'ensemble.,Non
CLI00428,N'Zérékoré,Homme,37,515000,56,Prépayé,Non,Oui,22000,Orange Money,163,139,7,1219,35,1,0,11,Tres satisfait du reseau et du service.,Non
CLI00429,Conakry,Femme,38,938000,39,Prépayé,Non,Oui,71000,Orange Money,143,138,0,949,38,0,2,0,Service client reactif et efficace.,Non
CLI00430,Kindia,Femme,38,607000,17,Prépayé,Oui,Non,28000,Orange Money,196,133,73,1267,12,2,0,0,"Bon rapport qualite prix, je recommande.",Non
CLI00431,Boké,Homme,36,456000,14,Prépayé,Non,Non,16000,Espèces,205,98,2,4017,14,2,0,5,"Utilisation standard, pas de souci majeur.",Non
CLI00432,N'Zérékoré,Homme,50,617000,16,Prépayé,Non,Non,50000,Orange Money,195,104,3,1043,78,2,0,3,"Utilisation standard, pas de souci majeur.",Non
CLI00433,Labé,Femme,29,1359000,37,Prépayé,Oui,Oui,100000,Orange Money,173,132,59,4969,20,2,2,0,Service correct dans l'ensemble.,Oui
CLI00434,Kindia,Homme,30,919000,13,Prépayé,Non,Oui,30000,Carte bancaire,191,105,4,3177,9,1,1,1,Service correct dans l'ensemble.,Non
CLI00435,Kindia,Homme,21,511000,28,Prépayé,Non,Non,27000,Virement bancaire,147,56,7,2448,14,2,0,1,Facturation incorrecte plusieurs fois de suite.,Oui
CLI00436,N'Zérékoré,Homme,18,679000,38,Postpayé,Non,Oui,29000,Espèces,287,132,7,4408,47,1,0,2,Aucun probleme depuis mon inscription.,Non
CLI00437,Kankan,Femme,42,900000,13,Postpayé,Non,Non,79000,Espèces,137,116,0,1925,11,2,1,0,Trop de coupures de reseau ces derniers temps.,Oui
CLI00438,Conakry,Femme,40,1541000,2,Prépayé,Non,Non,102000,Orange Money,144,65,1,4113,38,0,0,3,Service correct dans l'ensemble.,Non
CLI00439,Conakry,Homme,50,715000,6,Postpayé,Oui,Oui,58000,Orange Money,179,72,17,388,3,1,0,1,"Utilisation standard, pas de souci majeur.",Oui
CLI00440,Kindia,Homme,19,609000,5,Prépayé,Non,Oui,34000,Espèces,162,153,4,750,57,2,0,0,Service correct dans l'ensemble.,Non
CLI00441,Conakry,Homme,26,1006000,4,Prépayé,Non,Oui,74000,Espèces,81,81,8,2786,14,4,0,0,Service client reactif et efficace.,Non
CLI00442,Labé,Homme,28,395000,25,Postpayé,Non,Oui,20000,Orange Money,100,76,7,4498,103,1,0,1,Service correct dans l'ensemble.,Oui
CLI00443,Conakry,Homme,56,1036000,12,Postpayé,Non,Oui,54000,Carte bancaire,152,84,1,2731,14,1,1,3,Aucune reponse a mes reclamations depuis un mois.,Oui
CLI00444,Labé,Homme,45,432000,38,Prépayé,Non,Non,24000,Espèces,176,84,5,2924,15,0,0,0,Content de la couverture reseau dans ma zone.,Non
CLI00445,N'Zérékoré,Femme,33,425000,30,Prépayé,Non,Oui,23000,Espèces,151,104,2,156,57,0,0,2,Rien de particulier a signaler.,Non
CLI00446,Kankan,Homme,34,499000,23,Prépayé,Non,Oui,19000,Carte bancaire,197,91,3,4239,8,1,1,0,Content de la couverture reseau dans ma zone.,Non
CLI00447,Conakry,Homme,38,456000,14,Prépayé,Non,Oui,32000,Espèces,199,105,1,1718,11,1,0,0,"Utilisation standard, pas de souci majeur.",Non
CLI00448,Conakry,Femme,22,909000,10,Prépayé,Non,Oui,57000,Espèces,145,80,11,4267,38,1,1,0,"Bon rapport qualite prix, je recommande.",Non
CLI00449,Kindia,Femme,38,1082000,11,Illimité,Non,Non,65000,Espèces,202,0,0,2104,48,1,0,3,"Utilisation standard, pas de souci majeur.",Oui
CLI00450,Mamou,Femme,23,413000,15,Prépayé,Non,Non,32000,Orange Money,224,76,2,3016,69,0,1,0,Service client reactif et efficace.,Non
CLI00451,Kindia,Femme,36,760000,8,Prépayé,Non,Oui,28000,Orange Money,184,65,1,996,77,1,0,6,Service client reactif et efficace.,Non
CLI00452,Conakry,Homme,42,487000,1,Prépayé,Non,Oui,24000,Espèces,298,33,1,2964,35,4,1,4,Aucune reponse a mes reclamations depuis un mois.,Oui
CLI00453,Kindia,Homme,38,561000,26,Prépayé,Oui,Non,47000,Orange Money,182,93,3,2268,12,0,0,3,"Utilisation standard, pas de souci majeur.",Non
CLI00454,Conakry,Homme,27,1317000,72,Prépayé,Oui,Non,114000,Orange Money,234,155,37,3476,19,2,3,4,Content de la couverture reseau dans ma zone.,Non
CLI00455,Kankan,Homme,31,421000,10,Prépayé,Oui,Oui,29000,Orange Money,155,35,45,2590,51,0,0,11,Content de la couverture reseau dans ma zone.,Non
CLI00456,Faranah,Homme,43,537000,43,Prépayé,Non,Non,40000,Orange Money,145,82,3,4229,19,0,1,0,Service correct dans l'ensemble.,Oui
CLI00457,Kindia,Femme,29,545000,5,Illimité,Non,Oui,26000,Espèces,156,110,5,1688,8,0,1,1,Offres interessantes et service fiable.,Non
CLI00458,Faranah,Femme,20,528000,25,Prépayé,Non,Oui,18000,Carte bancaire,252,67,1,1160,41,1,1,0,Service client reactif et efficace.,Non
CLI00459,Labé,Femme,31,423000,8,Prépayé,Oui,Oui,29000,Orange Money,226,134,36,3792,37,1,0,0,"Utilisation standard, pas de souci majeur.",Non
CLI00460,Labé,Femme,29,745000,19,Prépayé,Non,Oui,40000,Espèces,165,97,2,3800,20,2,2,1,Le service client ne repond jamais rapidement.,Oui
CLI00461,Kindia,Femme,32,333000,8,Prépayé,Non,Non,23000,Espèces,197,64,0,4329,33,0,0,0,Rien de particulier a signaler.,Oui
CLI00462,Boké,Femme,34,828000,89,Prépayé,Non,Oui,53000,Carte bancaire,194,58,1,3867,75,2,1,1,"Utilisation standard, pas de souci majeur.",Non
CLI00463,N'Zérékoré,Homme,31,810000,4,Postpayé,Non,Oui,68000,Orange Money,123,72,2,651,32,1,1,2,Rien de particulier a signaler.,Non
CLI00464,Kankan,Homme,30,1443000,42,Illimité,Non,Non,70000,Orange Money,247,113,1,2803,29,1,1,0,Rien de particulier a signaler.,Non
CLI00465,Kankan,Femme,44,1282000,19,Prépayé,Oui,Oui,87000,Orange Money,233,75,51,3145,33,1,0,7,Service client reactif et efficace.,Non
CLI00466,Conakry,Femme,40,763000,17,Postpayé,Non,Non,25000,Espèces,160,118,1,3830,2,2,0,9,Service client reactif et efficace.,Non
CLI00467,Boké,Femme,45,632000,59,Illimité,Non,Oui,49000,Espèces,293,95,2,2204,1,1,0,7,"Utilisation standard, pas de souci majeur.",Non
CLI00468,Kindia,Femme,35,1780000,31,Prépayé,Oui,Oui,124000,Virement bancaire,68,49,40,1233,2,0,1,0,Offres interessantes et service fiable.,Non
CLI00469,Conakry,Femme,30,658000,48,Illimité,Non,Non,29000,Virement bancaire,248,92,3,2431,11,1,1,0,Rien de particulier a signaler.,Non
CLI00470,Kindia,Femme,37,1984000,37,Prépayé,Oui,Oui,107000,Orange Money,130,123,59,2581,48,2,1,11,Service correct dans l'ensemble.,Oui
CLI00471,Conakry,Homme,18,628000,96,Postpayé,Non,Oui,34000,Orange Money,173,92,4,3449,23,2,0,1,Content de la couverture reseau dans ma zone.,Non
CLI00472,Conakry,Femme,22,552000,2,Illimité,Non,Oui,46000,Espèces,142,52,2,2661,24,1,0,3,Le forfait ne correspond plus a mes besoins.,Oui
CLI00473,Kankan,Homme,43,1054000,96,Prépayé,Non,Oui,46000,Orange Money,83,146,1,1441,54,1,1,11,Aucun probleme depuis mon inscription.,Non
CLI00474,Mamou,Femme,29,1130000,6,Prépayé,Non,Oui,52000,Carte bancaire,126,91,7,3256,86,1,0,2,Rien de particulier a signaler.,Oui
CLI00475,Faranah,Homme,27,747000,8,Prépayé,Non,Oui,45000,Orange Money,298,101,2,3279,14,3,0,1,Le service client ne repond jamais rapidement.,Oui
CLI00476,Conakry,Homme,22,377000,6,Prépayé,Non,Non,14000,Orange Money,156,98,1,82,28,2,0,1,"Bon rapport qualite prix, je recommande.",Non
CLI00477,Conakry,Femme,39,957000,15,Prépayé,Non,Non,36000,Espèces,174,124,1,2289,5,5,1,2,Rien de particulier a signaler.,Oui
CLI00478,Conakry,Homme,21,524000,11,Postpayé,Non,Non,46000,Virement bancaire,180,148,1,2460,70,3,0,7,"Utilisation standard, pas de souci majeur.",Non
CLI00479,Conakry,Femme,47,853000,12,Illimité,Non,Non,36000,Orange Money,176,61,1,3501,23,1,0,1,Service correct dans l'ensemble.,Non
CLI00480,Conakry,Homme,36,670000,33,Prépayé,Non,Oui,59000,Espèces,74,73,3,710,3,0,1,0,Content de la couverture reseau dans ma zone.,Non
CLI00481,N'Zérékoré,Femme,18,405000,23,Prépayé,Non,Non,34000,Espèces,109,42,1,1333,5,0,2,0,Aucun probleme depuis mon inscription.,Non
CLI00482,Kankan,Homme,28,411000,6,Prépayé,Non,Non,35000,Espèces,262,136,5,4175,15,2,1,0,Content de la couverture reseau dans ma zone.,Non
CLI00483,Conakry,Femme,23,882000,16,Illimité,Non,Non,38000,Espèces,127,61,1,5087,27,1,0,0,Rien de particulier a signaler.,Non
CLI00484,Conakry,Femme,40,758000,45,Illimité,Non,Oui,67000,Orange Money,214,19,3,1304,17,0,0,0,Service client reactif et efficace.,Non
CLI00485,N'Zérékoré,Homme,40,1635000,43,Prépayé,Non,Non,147000,Orange Money,185,203,3,2400,64,0,1,0,Aucun probleme depuis mon inscription.,Non
CLI00486,Labé,Homme,29,1058000,18,Postpayé,Non,Oui,39000,Orange Money,189,41,2,1619,6,0,0,0,Tres satisfait du reseau et du service.,Non
CLI00487,Kindia,Femme,27,1109000,9,Prépayé,Non,Oui,65000,Virement bancaire,227,19,2,2852,28,4,1,0,Le forfait ne correspond plus a mes besoins.,Oui
CLI00488,Boké,Homme,39,784000,96,Postpayé,Non,Oui,45000,Orange Money,204,122,4,3531,7,0,1,0,Rien de particulier a signaler.,Non
CLI00489,Conakry,Homme,27,300000,3,Prépayé,Non,Oui,14000,Espèces,199,76,2,3844,46,2,1,1,Rien de particulier a signaler.,Non
CLI00490,Labé,Homme,48,678000,1,Prépayé,Non,Oui,33000,Orange Money,56,121,3,852,21,1,0,0,Le service client ne repond jamais rapidement.,Oui
CLI00491,Faranah,Homme,27,751000,21,Prépayé,Oui,Non,50000,Carte bancaire,185,134,41,3317,16,0,2,11,Tres decu par la qualite du reseau en ce moment.,Oui
CLI00492,Labé,Homme,38,1001000,13,Illimité,Non,Oui,57000,Espèces,192,122,1,2329,6,0,0,3,Aucun probleme depuis mon inscription.,Non
CLI00493,Kankan,Homme,18,1095000,22,Postpayé,Non,Non,97000,Orange Money,227,96,2,1772,7,1,0,0,"Utilisation standard, pas de souci majeur.",Non
CLI00494,Conakry,Femme,38,422000,1,Prépayé,Oui,Oui,38000,Orange Money,112,71,78,1989,7,4,0,2,Trop cher par rapport a la qualite recue.,Oui
CLI00495,Labé,Femme,27,1564000,1,Postpayé,Non,Non,82000,Espèces,263,73,8,4169,1,0,0,0,Service correct dans l'ensemble.,Non
CLI00496,N'Zérékoré,Homme,37,1900000,2,Prépayé,Non,Oui,160000,Orange Money,94,157,2,50,30,1,1,13,Service client reactif et efficace.,Non
CLI00497,Conakry,Femme,46,1584000,19,Prépayé,Non,Oui,67000,Orange Money,85,19,4,2965,44,0,0,5,Service client reactif et efficace.,Non
CLI00498,Boké,Femme,32,553000,11,Prépayé,Non,Oui,47000,Orange Money,219,107,1,3192,21,1,0,3,Trop cher par rapport a la qualite recue.,Oui
CLI00499,Mamou,Homme,18,341000,62,Prépayé,Oui,Oui,13000,Virement bancaire,158,0,44,50,36,2,0,2,Service correct dans l'ensemble.,Non
CLI00500,Kindia,Homme,18,1183000,2,Prépayé,Non,Oui,39000,Espèces,161,61,1,2779,39,0,1,3,Rien de particulier a signaler.,Non
CLI00501,N'Zérékoré,Femme,35,1322000,36,Illimité,Non,Non,53000,Orange Money,172,46,1,1369,32,1,0,0,Tres satisfait du reseau et du service.,Non
CLI00502,Boké,Homme,24,872000,36,Prépayé,Non,Non,65000,Espèces,181,72,5,2804,163,3,0,8,Service client reactif et efficace.,Non
CLI00503,Boké,Homme,21,800000,5,Prépayé,Non,Oui,44000,Orange Money,82,113,0,1219,65,1,0,3,Service client reactif et efficace.,Non
CLI00504,N'Zérékoré,Homme,45,566000,1,Postpayé,Non,Non,38000,Orange Money,103,81,1,1711,11,0,0,1,"Bon rapport qualite prix, je recommande.",Non
CLI00505,Conakry,Femme,31,539000,41,Prépayé,Non,Oui,34000,Espèces,270,90,1,2987,10,1,0,0,Rien de particulier a signaler.,Non
CLI00506,Kankan,Homme,44,830000,18,Prépayé,Non,Oui,42000,Orange Money,310,69,0,1809,0,2,1,14,"Je pense changer d'operateur, trop de pannes.",Oui
CLI00507,Conakry,Femme,43,557000,86,Postpayé,Non,Non,27000,Espèces,170,52,3,1805,7,0,0,6,"Utilisation standard, pas de souci majeur.",Non
CLI00508,Kindia,Homme,29,642000,68,Postpayé,Non,Oui,24000,Espèces,225,52,5,2406,8,0,2,4,Aucun probleme depuis mon inscription.,Non
CLI00509,Boké,Femme,35,431000,58,Prépayé,Non,Non,21000,Orange Money,168,87,7,1927,1,3,0,0,Rien de particulier a signaler.,Non
CLI00510,Boké,Homme,21,1741000,18,Prépayé,Non,Non,89000,Orange Money,157,119,11,3525,13,1,2,0,Service client reactif et efficace.,Non
CLI00511,Conakry,Homme,38,502000,33,Postpayé,Non,Oui,44000,Espèces,169,43,2,3659,14,1,0,0,Content de la couverture reseau dans ma zone.,Non
CLI00512,Kindia,Homme,33,367000,2,Prépayé,Non,Oui,28000,Carte bancaire,187,100,0,1403,136,1,0,2,Offres interessantes et service fiable.,Non
CLI00513,Kindia,Femme,50,817000,12,Prépayé,Non,Oui,38000,Espèces,200,150,4,2065,27,1,1,0,Rien de particulier a signaler.,Non
CLI00514,N'Zérékoré,Homme,42,576000,29,Postpayé,Non,Non,27000,Carte bancaire,107,83,4,2602,2,0,1,0,Offres interessantes et service fiable.,Non
CLI00515,N'Zérékoré,Homme,32,523000,4,Postpayé,Oui,Oui,39000,Espèces,116,108,27,2968,13,1,0,0,Service correct dans l'ensemble.,Oui
CLI00516,Labé,Homme,26,798000,17,Prépayé,Non,Oui,42000,Orange Money,191,106,1,1254,34,1,1,0,"Utilisation standard, pas de souci majeur.",Oui
CLI00517,N'Zérékoré,Homme,31,1042000,51,Prépayé,Non,Oui,60000,Orange Money,117,86,3,2002,19,2,1,0,Rien de particulier a signaler.,Non
CLI00518,Kankan,Femme,33,611000,90,Prépayé,Oui,Non,19000,Orange Money,163,71,0,168,15,1,0,8,Service correct dans l'ensemble.,Non
CLI00519,Kindia,Femme,41,698000,1,Postpayé,Oui,Oui,21000,Espèces,98,147,34,2788,26,0,0,1,"Bon rapport qualite prix, je recommande.",Non
CLI00520,Conakry,Femme,44,300000,23,Postpayé,Non,Oui,18000,Carte bancaire,153,85,0,3528,28,1,0,4,"Bon rapport qualite prix, je recommande.",Non
CLI00521,Labé,Femme,20,1465000,56,Prépayé,Non,Oui,115000,Orange Money,300,93,0,2774,40,1,1,1,Service client reactif et efficace.,Non
CLI00522,Kindia,Femme,22,552000,59,Prépayé,Non,Oui,39000,Espèces,122,137,0,3395,5,1,0,0,Rien de particulier a signaler.,Non
CLI00523,Conakry,Femme,37,2068000,1,Prépayé,Oui,Oui,143000,Orange Money,136,90,50,2412,6,2,1,3,Service correct dans l'ensemble.,Non
CLI00524,N'Zérékoré,Femme,20,395000,12,Prépayé,Non,Oui,33000,Orange Money,205,63,2,2788,26,0,0,1,Rien de particulier a signaler.,Non
CLI00525,N'Zérékoré,Femme,32,813000,1,Postpayé,Non,Oui,62000,Espèces,132,120,4,2240,23,3,1,0,Tres satisfait du reseau et du service.,Non
CLI00526,Labé,Femme,18,734000,5,Postpayé,Non,Non,35000,Virement bancaire,209,109,0,1783,80,2,0,0,Tres decu par la qualite du reseau en ce moment.,Oui
CLI00527,Labé,Homme,30,419000,11,Prépayé,Oui,Oui,27000,Espèces,231,93,39,2575,64,0,0,6,Le forfait ne correspond plus a mes besoins.,Oui
CLI00528,Mamou,Femme,28,1208000,62,Postpayé,Oui,Oui,65000,Orange Money,205,60,19,3500,22,0,0,5,Offres interessantes et service fiable.,Non
CLI00529,N'Zérékoré,Homme,30,513000,66,Postpayé,Non,Oui,40000,Orange Money,143,57,5,4267,27,0,1,4,"Utilisation standard, pas de souci majeur.",Non
CLI00530,Boké,Femme,26,1348000,1,Prépayé,Oui,Oui,60000,Espèces,262,136,41,2941,5,1,1,3,Le forfait ne correspond plus a mes besoins.,Oui
CLI00531,Labé,Femme,38,1128000,15,Prépayé,Oui,Oui,42000,Orange Money,203,122,5,1839,29,0,0,2,"Utilisation standard, pas de souci majeur.",Non
CLI00532,Conakry,Femme,43,1022000,59,Prépayé,Non,Oui,84000,Orange Money,176,107,2,789,10,1,0,10,"Utilisation standard, pas de souci majeur.",Non
CLI00533,Conakry,Femme,41,1485000,35,Prépayé,Non,Non,48000,Orange Money,190,139,1,2122,6,1,1,0,Trop cher par rapport a la qualite recue.,Oui
CLI00534,Labé,Femme,30,300000,8,Postpayé,Non,Oui,23000,Orange Money,223,79,1,2081,110,1,0,5,Service correct dans l'ensemble.,Non
CLI00535,Conakry,Homme,30,674000,15,Prépayé,Non,Non,25000,Orange Money,204,100,0,3383,40,2,2,2,Service client reactif et efficace.,Non
CLI00536,Conakry,Femme,26,1266000,96,Illimité,Oui,Oui,57000,Orange Money,197,75,61,543,94,2,1,0,Offres interessantes et service fiable.,Non
CLI00537,Kindia,Homme,25,1313000,15,Prépayé,Non,Oui,51000,Orange Money,220,90,1,3396,25,1,0,3,"Bon rapport qualite prix, je recommande.",Non
CLI00538,Faranah,Femme,31,571000,10,Prépayé,Non,Non,38000,Carte bancaire,129,69,1,3291,27,2,1,0,"Je pense changer d'operateur, trop de pannes.",Oui
CLI00539,Conakry,Femme,31,1011000,76,Illimité,Non,Non,60000,Espèces,165,155,0,902,50,0,0,0,Content de la couverture reseau dans ma zone.,Non
CLI00540,Kankan,Homme,31,348000,26,Prépayé,Non,Non,15000,Espèces,312,74,3,4649,21,0,0,2,Service correct dans l'ensemble.,Non
CLI00541,Faranah,Homme,36,700000,15,Prépayé,Non,Non,42000,Orange Money,184,136,1,1502,3,2,0,0,"Utilisation standard, pas de souci majeur.",Oui
CLI00542,Mamou,Homme,42,1077000,14,Prépayé,Non,Non,84000,Virement bancaire,213,91,0,2018,58,1,0,3,Tres decu par la qualite du reseau en ce moment.,Oui
CLI00543,Kankan,Homme,26,349000,14,Prépayé,Non,Oui,29000,Carte bancaire,110,108,0,3559,29,1,1,0,Aucun probleme depuis mon inscription.,Non
CLI00544,Conakry,Homme,31,699000,34,Postpayé,Oui,Non,28000,Espèces,127,48,46,2748,49,0,0,1,Rien de particulier a signaler.,Non
CLI00545,Conakry,Homme,39,1154000,69,Prépayé,Non,Non,104000,Carte bancaire,113,91,3,685,24,1,0,0,Aucun probleme depuis mon inscription.,Non
CLI00546,N'Zérékoré,Femme,35,768000,37,Prépayé,Non,Non,36000,Orange Money,123,53,2,3192,8,1,0,0,Tres decu par la qualite du reseau en ce moment.,Oui
CLI00547,N'Zérékoré,Homme,25,745000,18,Illimité,Non,Oui,38000,Carte bancaire,197,118,4,50,17,1,1,3,Trop cher par rapport a la qualite recue.,Oui
CLI00548,Conakry,Homme,21,730000,61,Prépayé,Non,Non,47000,Orange Money,283,122,4,123,15,2,0,3,Content de la couverture reseau dans ma zone.,Non
CLI00549,Kankan,Homme,40,778000,1,Postpayé,Non,Oui,47000,Espèces,178,131,1,4643,9,1,1,0,Aucun probleme depuis mon inscription.,Non
CLI00550,Conakry,Femme,22,494000,75,Prépayé,Non,Non,36000,Espèces,140,95,1,4085,2,0,0,0,Service correct dans l'ensemble.,Non
CLI00551,Conakry,Homme,38,972000,7,Prépayé,Non,Non,84000,Orange Money,140,106,0,2011,7,0,2,22,Tres decu par la qualite du reseau en ce moment.,Oui
CLI00552,Conakry,Homme,23,600000,11,Postpayé,Non,Oui,22000,Espèces,114,86,5,2370,8,1,0,13,Service correct dans l'ensemble.,Non
CLI00553,Conakry,Femme,52,1176000,61,Prépayé,Non,Non,105000,Espèces,119,72,3,2689,18,0,0,4,"Utilisation standard, pas de souci majeur.",Non
CLI00554,Kindia,Homme,22,1961000,14,Postpayé,Non,Oui,137000,Orange Money,95,129,0,2129,13,1,0,10,Aucun probleme depuis mon inscription.,Non
CLI00555,N'Zérékoré,Homme,53,367000,96,Prépayé,Non,Non,18000,Orange Money,95,85,6,6068,14,1,0,0,Aucun probleme depuis mon inscription.,Non
CLI00556,Boké,Femme,41,1199000,96,Prépayé,Non,Non,65000,Espèces,107,117,5,50,23,0,0,0,Tres satisfait du reseau et du service.,Non
CLI00557,Conakry,Femme,48,627000,7,Prépayé,Non,Oui,37000,Espèces,204,156,3,1371,13,2,1,0,Trop cher par rapport a la qualite recue.,Oui
CLI00558,Conakry,Femme,47,1735000,17,Postpayé,Oui,Oui,124000,Orange Money,235,25,68,50,7,1,1,15,Service client reactif et efficace.,Non
CLI00559,Conakry,Homme,39,955000,11,Illimité,Non,Non,80000,Carte bancaire,170,43,2,2526,16,2,1,0,Offres interessantes et service fiable.,Non
CLI00560,Conakry,Homme,30,871000,3,Postpayé,Non,Oui,33000,Orange Money,151,93,3,4922,15,1,1,0,"Bon rapport qualite prix, je recommande.",Non
CLI00561,Boké,Homme,60,864000,51,Postpayé,Oui,Oui,63000,Espèces,284,86,52,2740,9,0,0,0,"Bon rapport qualite prix, je recommande.",Non
CLI00562,Labé,Femme,29,370000,19,Prépayé,Non,Oui,32000,Carte bancaire,83,149,1,1844,19,1,2,2,"Bon rapport qualite prix, je recommande.",Non
CLI00563,Conakry,Femme,36,379000,14,Illimité,Non,Non,16000,Carte bancaire,204,64,3,3248,43,0,1,3,Rien de particulier a signaler.,Non
